id,mszoning,lotfrontage,lotarea,street,lotshape,landcontour,utilities,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,garagetype,garageyrblt,garagefinish,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,screenporch,saletype,saleprice,garagesize,houseage
512,RL,76.0,9139,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4.0,PConc,5.0,3.0,Av,GLQ,379.0,Unf,1043.0,1422.0,GasA,5.0,Y,SBrkr,1432,0,1432,0.0,2,0,3,1,4.0,7,Typ,1,Attchd,2006.0,Fin,3.0,3.0,Y,297,50,0,0,WD ,245000,984.0,14
592,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,Hip,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,5.0,3.0,No,LwQ,144.0,GLQ,379.0,1650.0,GasA,5.0,Y,SBrkr,1680,0,1680,1.0,2,0,3,1,4.0,7,Maj1,1,Attchd,1998.0,Fin,3.0,3.0,Y,78,73,0,0,WD ,213250,1166.0,22
1255,RL,60.0,10122,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,Slab,3.5841285786037167,3.0100452034153693,,,0.0,,0.0,0.0,GasA,3.0,N,SBrkr,869,0,869,0.0,1,0,1,1,3.0,3,Typ,0,Detchd,1948.0,Unf,2.0,3.0,N,0,0,66,0,WD ,89900,390.0,72
355,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,832.0,832.0,GasA,4.0,Y,SBrkr,885,833,1718,0.0,2,1,3,1,3.0,7,Typ,1,Attchd,1998.0,Fin,3.0,3.0,Y,0,94,0,291,WD ,185000,854.0,22
1676,RM,21.0,2205,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,3.0,CBlock,3.0,3.0,No,ALQ,312.0,Unf,213.0,525.0,GasA,3.0,Y,SBrkr,525,567,1092,0.0,1,1,3,1,3.0,6,Typ,0,Detchd,1973.0,Unf,3.0,3.0,Y,144,0,0,0,WD ,113500,264.0,47
2599,RL,60.0,10914,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,3,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,CBlock,3.0,3.0,Mn,Unf,0.0,Unf,715.0,715.0,GasA,2.0,N,FuseP,715,0,715,0.0,1,0,2,1,3.0,4,Typ,0,Detchd,1967.0,Unf,2.0,3.0,N,0,0,75,112,WD ,68000,1320.0,91
312,RL,129.0,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,5.0,3.0,No,Unf,0.0,Unf,1560.0,1560.0,GasA,5.0,Y,SBrkr,1560,0,1560,0.0,2,0,3,1,4.0,7,Typ,0,Attchd,2003.0,Fin,3.0,3.0,Y,100,150,0,0,WD ,201000,1146.0,17
1124,FV,75.0,9803,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,No,GLQ,400.0,Unf,466.0,866.0,GasA,4.0,Y,SBrkr,866,902,1768,0.0,2,1,3,1,4.0,7,Typ,0,Attchd,2005.0,RFn,3.0,3.0,Y,0,108,0,0,WD ,226700,1206.0,15
1702,RL,59.0,17169,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,5.0,PConc,5.0,3.0,Av,GLQ,1684.0,Unf,636.0,2320.0,GasA,5.0,Y,SBrkr,2290,0,2290,2.0,2,1,2,1,5.0,7,Typ,1,Attchd,2007.0,Fin,3.0,3.0,Y,192,30,0,0,New,500067,3522.0,13
2434,RL,59.0,9171,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,Av,Unf,0.0,Unf,848.0,848.0,GasA,5.0,Y,SBrkr,848,750,1598,0.0,2,1,3,1,4.0,7,Typ,1,Attchd,2004.0,Fin,3.0,3.0,Y,100,48,0,0,WD ,201490,866.0,16
1432,RL,65.0,9750,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,PConc,4.0,3.0,No,GLQ,722.0,Unf,268.0,990.0,GasA,5.0,Y,SBrkr,990,0,990,1.0,1,0,3,1,3.0,5,Typ,0,Detchd,1997.0,Unf,3.0,3.0,Y,168,0,0,0,WD ,155000,1056.0,26
689,RL,75.0,8604,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,3.0,CBlock,4.0,3.0,Av,GLQ,941.0,Unf,0.0,941.0,GasA,4.0,Y,SBrkr,941,0,941,1.0,1,0,2,1,4.0,4,Typ,0,Attchd,1978.0,Unf,3.0,3.0,Y,0,40,0,0,WD ,145000,1128.0,42
1349,RM,60.0,6155,Pave,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,BrkTil,2.0,2.0,Mn,Unf,0.0,Unf,611.0,611.0,GasA,5.0,Y,SBrkr,751,611,1362,0.0,2,0,3,1,3.0,6,Typ,0,Detchd,1920.0,Fin,3.0,2.0,Y,0,0,84,0,WD ,128000,1004.0,100
1759,RL,58.0,9487,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,PConc,4.0,3.0,No,GLQ,520.0,Unf,395.0,915.0,GasA,5.0,Y,SBrkr,940,750,1690,1.0,2,1,3,1,3.0,7,Typ,1,Attchd,2000.0,RFn,3.0,3.0,Y,0,50,0,0,WD ,187000,884.0,20
893,RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,3.0,Wood,4.0,3.0,4,GLQ,547.0,Unf,0.0,547.0,GasA,4.0,Y,SBrkr,1072,0,1072,1.0,1,0,2,1,3.0,5,Typ,0,Basment,2005.0,Fin,3.0,3.0,Y,0,28,0,0,WD ,145500,1050.0,15
944,C (all),60.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,572.0,572.0,GasA,2.0,N,FuseP,572,0,572,0.0,1,0,2,1,3.0,4,Typ,0,Detchd,1940.0,Unf,3.0,3.0,N,0,0,72,0,WD ,75000,200.0,95
2109,RL,75.0,11750,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,4.0,PConc,4.0,3.0,Mn,GLQ,20.0,Unf,1526.0,1546.0,GasA,5.0,Y,SBrkr,1546,0,1546,0.0,2,0,3,1,4.0,7,Typ,0,Attchd,2005.0,RFn,3.0,3.0,Y,144,42,0,0,WD ,217000,2388.0,15
316,RL,88.0,11896,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,4.0,PConc,4.0,3.0,No,GLQ,78.0,Unf,1258.0,1336.0,GasA,5.0,Y,SBrkr,1346,0,1346,1.0,2,0,3,1,4.0,6,Typ,1,Attchd,2008.0,Fin,3.0,3.0,Y,100,48,0,0,WD ,220000,1980.0,12
2529,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,288.0,3.0,CBlock,3.0,3.0,No,Rec,247.0,Unf,485.0,732.0,GasA,4.0,Y,SBrkr,1012,778,1790,1.0,1,2,4,1,3.0,8,Min2,1,Attchd,1972.0,RFn,3.0,3.0,Y,148,0,0,147,WD ,165150,968.0,48
1448,RL,68.88300349243306,10970,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,Plywood,HdBoard,None,0.0,3.0,CBlock,4.0,4.0,4,GLQ,505.0,LwQ,0.0,940.0,GasA,3.0,Y,SBrkr,1026,0,1026,1.0,1,0,3,1,3.0,5,Typ,0,Detchd,1981.0,Unf,3.0,2.0,Y,0,0,34,0,WD ,147000,1152.0,42
871,RL,73.0,11883,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,4.0,PConc,4.0,3.0,4,GLQ,690.0,Unf,814.0,1504.0,GasA,5.0,Y,SBrkr,1504,0,1504,1.0,2,0,3,1,4.0,6,Typ,1,Attchd,1996.0,Fin,3.0,3.0,Y,115,66,0,0,WD ,203000,956.0,24
142,RL,70.0,10552,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,3.0,CBlock,3.0,3.0,No,Rec,1018.0,Unf,380.0,1398.0,GasA,4.0,Y,SBrkr,1700,0,1700,0.0,1,1,4,1,4.0,6,Typ,1,Attchd,1959.0,RFn,3.0,3.0,Y,0,38,0,0,WD ,165500,894.0,61
1515,RL,45.0,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,Gable,CompShg,Stucco,Stucco,None,0.0,3.0,BrkTil,3.0,3.0,No,BLQ,41.0,Unf,823.0,864.0,GasA,3.0,N,FuseF,864,0,864,1.0,1,0,2,1,3.0,5,Typ,0,,1978.694099378882,,2.9679089026915113,2.9756728778467907,N,0,0,100,0,WD ,67000,0.0,106
1970,RL,80.0,9760,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,3.0,CBlock,3.0,3.0,4,BLQ,536.0,Rec,169.0,822.0,GasA,4.0,Y,SBrkr,1020,831,1851,0.0,2,1,3,1,4.0,7,Typ,1,Attchd,1964.0,RFn,3.0,3.0,Y,239,42,0,0,WD ,187000,880.0,56
572,FV,34.0,2998,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4.0,PConc,4.0,3.0,No,GLQ,507.0,Unf,249.0,756.0,GasA,5.0,Y,SBrkr,756,756,1512,1.0,2,1,2,1,4.0,4,Typ,0,Detchd,2000.0,Unf,3.0,3.0,Y,0,32,0,0,WD ,180000,880.0,20
2200,RL,51.0,6821,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,BrkTil,3.0,3.0,No,BLQ,113.0,Unf,538.0,651.0,GasA,4.0,Y,SBrkr,759,539,1298,0.0,2,0,2,1,3.0,8,Typ,1,Detchd,1994.0,Unf,3.0,3.0,P,216,0,168,0,WD ,146500,240.0,99
2147,RL,68.88300349243306,11354,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,3.0,3.0,4,GLQ,1412.0,Unf,261.0,1673.0,GasA,5.0,Y,SBrkr,1673,0,1673,1.0,2,0,3,1,4.0,7,Typ,1,Attchd,2000.0,RFn,3.0,3.0,Y,306,113,0,116,WD ,270000,1166.0,20
249,RL,73.0,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,PConc,4.0,3.0,Av,GLQ,747.0,Unf,189.0,936.0,GasA,5.0,Y,SBrkr,996,0,996,1.0,1,0,2,1,4.0,5,Typ,0,Attchd,1992.0,Unf,3.0,3.0,Y,120,0,0,0,WD ,147000,1128.0,28
162,RL,60.0,8064,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,3.0,CBlock,3.0,3.0,No,ALQ,481.0,Rec,161.0,816.0,GasA,3.0,Y,SBrkr,816,408,1224,1.0,1,0,3,1,3.0,5,Typ,0,Detchd,1950.0,Unf,3.0,3.0,Y,414,0,0,0,WD ,132000,280.0,72
664,RL,90.0,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,Gable,CompShg,CBlock,CBlock,None,0.0,2.0,PConc,3.0,3.0,No,ALQ,315.0,Rec,420.0,840.0,GasA,5.0,Y,SBrkr,840,534,1374,0.0,1,0,2,1,3.0,6,Typ,0,Detchd,1967.0,Fin,3.0,3.0,Y,0,0,198,0,WD ,105000,338.0,100
1516,RL,55.0,5687,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,PConc,3.0,2.0,No,Rec,210.0,Unf,570.0,780.0,GasA,5.0,N,SBrkr,936,780,1716,1.0,2,0,6,1,2.0,9,Typ,0,,1978.694099378882,,2.9679089026915113,2.9756728778467907,N,0,184,0,0,WD ,135900,0.0,108
16,RL,47.0,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,5.0,PConc,4.0,3.0,4,ALQ,1416.0,Unf,234.0,1650.0,GasA,5.0,Y,SBrkr,1690,1589,3279,1.0,3,1,4,1,5.0,12,Mod,1,BuiltIn,2003.0,Fin,3.0,3.0,Y,503,36,0,210,WD ,538000,2523.0,17
1808,RL,63.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,4.0,No,Unf,0.0,Unf,1143.0,1143.0,GasA,5.0,Y,SBrkr,1143,0,1143,0.0,1,1,3,1,4.0,5,Typ,0,,1978.694099378882,,2.9679089026915113,2.9756728778467907,Y,0,55,0,0,WD ,147000,0.0,14
425,RL,108.0,13173,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4.0,PConc,5.0,3.0,No,GLQ,1572.0,Unf,80.0,1652.0,GasA,5.0,Y,SBrkr,1652,0,1652,1.0,2,0,2,1,5.0,6,Typ,2,Attchd,2006.0,Fin,3.0,3.0,Y,404,102,0,0,WD ,325000,1680.0,14
1372,RL,82.0,9488,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,1046.0,1046.0,GasA,4.0,N,SBrkr,1054,0,1054,0.0,1,0,3,1,3.0,6,Typ,0,Detchd,1947.0,Unf,3.0,3.0,Y,0,60,122,0,WD ,124000,240.0,73
2495,RL,68.88300349243306,13526,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3.0,CBlock,3.0,3.0,No,BLQ,560.0,LwQ,0.0,935.0,GasA,3.0,Y,SBrkr,935,0,935,1.0,1,0,3,1,3.0,5,Typ,0,Attchd,1965.0,Unf,3.0,3.0,Y,180,0,0,0,WD ,137000,288.0,55
661,RL,60.0,10410,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,1313.0,1313.0,GasA,3.0,Y,SBrkr,1313,0,2377,0.0,2,0,3,1,4.0,8,Min2,1,Detchd,1954.0,Unf,3.0,3.0,Y,0,0,432,0,WD ,142900,1056.0,105
1301,RM,100.0,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,CBlock,3.0,3.0,No,GLQ,144.0,ALQ,172.0,924.0,GasA,5.0,Y,SBrkr,1122,0,1122,1.0,1,0,2,1,4.0,6,Typ,0,Attchd,1948.0,Unf,3.0,3.0,Y,0,36,0,0,WD ,147000,1056.0,72
396,RL,68.88300349243306,7830,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,1180.0,1180.0,GasA,3.0,Y,SBrkr,1180,0,1180,0.0,1,1,2,1,3.0,6,Typ,0,Attchd,1970.0,RFn,3.0,3.0,Y,0,45,0,0,COD,128000,954.0,50
2663,RM,65.0,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,815.0,815.0,GasA,5.0,Y,SBrkr,815,875,1690,0.0,1,0,3,1,3.0,7,Typ,1,Detchd,1916.0,Unf,3.0,3.0,Y,0,0,330,0,ConLw,144000,225.0,104
50,RL,41.0,7132,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4.0,PConc,4.0,3.0,Mn,GLQ,24.0,Unf,1346.0,1370.0,GasA,5.0,Y,SBrkr,1370,0,1370,0.0,2,0,2,1,4.0,6,Typ,1,Attchd,2006.0,RFn,3.0,3.0,Y,120,49,0,0,WD ,205000,968.0,14
886,RL,75.0,9937,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,3.0,PConc,3.0,3.0,No,BLQ,637.0,Unf,849.0,1486.0,GasA,5.0,Y,SBrkr,1486,0,1486,1.0,1,0,3,1,3.0,7,Typ,0,Detchd,1968.0,Fin,3.0,3.0,Y,0,0,0,0,WD ,167000,960.0,56
696,RM,52.0,5720,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,676.0,676.0,GasA,5.0,Y,SBrkr,676,455,1131,0.0,1,1,3,1,3.0,5,Typ,0,Detchd,1941.0,Unf,3.0,3.0,Y,26,0,0,0,WD ,66500,200.0,79
2454,RL,68.88300349243306,12585,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,4.0,PConc,4.0,3.0,No,LwQ,247.0,GLQ,0.0,1286.0,GasA,5.0,Y,SBrkr,1565,1234,2799,1.0,2,1,3,1,4.0,8,Typ,1,Attchd,1993.0,Fin,3.0,3.0,Y,432,136,0,0,WD ,315000,2112.0,27
2106,RL,85.0,11103,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,No,Unf,0.0,Unf,728.0,728.0,GasA,5.0,Y,SBrkr,728,728,1456,0.0,2,1,3,1,4.0,8,Typ,1,Attchd,2006.0,Fin,3.0,3.0,Y,0,0,0,0,New,155835,880.0,14
353,RL,57.0,8013,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,CemntBd,CmentBd,None,0.0,4.0,PConc,4.0,3.0,No,GLQ,741.0,Unf,846.0,1587.0,GasA,5.0,Y,SBrkr,1734,0,1734,1.0,2,0,2,1,4.0,6,Typ,0,Attchd,1995.0,RFn,3.0,3.0,Y,52,50,0,0,WD ,239500,1056.0,25
441,RL,77.0,10872,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,4.0,PConc,5.0,4.0,Av,GLQ,1037.0,Unf,467.0,1504.0,GasA,5.0,Y,SBrkr,1531,0,1531,1.0,2,0,2,1,5.0,6,Typ,1,Attchd,2006.0,Fin,3.0,3.0,Y,184,52,0,0,WD ,300000,2100.0,14
2270,RL,80.0,11305,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,4.0,PConc,4.0,3.0,Av,GLQ,1329.0,Unf,593.0,1922.0,GasA,5.0,Y,SBrkr,1922,0,1922,1.0,2,0,2,1,4.0,6,Typ,1,Attchd,2002.0,Fin,3.0,3.0,Y,201,64,0,0,WD ,282000,2076.0,18
1924,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,1144.0,1144.0,GasA,3.0,Y,SBrkr,1144,0,1144,0.0,1,0,3,1,3.0,6,Typ,1,Attchd,1960.0,RFn,3.0,3.0,Y,0,0,0,0,WD ,120000,336.0,60
1402,RL,73.0,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,Flat,Membran,Plywood,Plywood,None,0.0,3.0,CBlock,4.0,3.0,4,LwQ,226.0,GLQ,96.0,1385.0,GasA,5.0,Y,SBrkr,1363,0,1363,1.0,1,0,2,1,3.0,5,Mod,2,Attchd,1954.0,Unf,3.0,3.0,Y,81,0,0,0,WD ,241500,878.0,66
1070,RL,58.0,10110,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,5.0,PConc,4.0,3.0,No,GLQ,372.0,Unf,1486.0,1858.0,GasA,5.0,Y,SBrkr,1866,0,1866,1.0,2,0,2,1,5.0,7,Typ,1,Attchd,2008.0,Fin,3.0,3.0,Y,0,48,0,0,New,336860,2610.0,12
2696,RM,60.0,9786,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,BrkTil,3.0,2.0,No,Unf,0.0,Unf,1007.0,1007.0,GasA,2.0,N,SBrkr,1077,0,1077,0.0,1,0,3,1,3.0,6,Typ,1,Detchd,1922.0,Unf,3.0,2.0,P,0,100,48,0,WD ,91000,210.0,98
1840,FV,30.0,5330,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,VinylSd,VinylSd,,98.53754940711462,4.0,PConc,4.0,3.0,No,Unf,0.0,Unf,1550.0,1550.0,GasA,5.0,Y,SBrkr,1550,0,1550,0.0,2,1,2,1,4.0,5,Typ,0,Attchd,2007.0,Fin,3.0,3.0,Y,0,102,0,0,New,207500,1056.0,14
1562,RM,44.0,3811,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,4.0,PConc,5.0,3.0,4,GLQ,1474.0,Unf,120.0,1594.0,GasA,5.0,Y,SBrkr,1646,0,1646,1.0,2,0,2,1,5.0,5,Typ,1,Attchd,2004.0,Fin,3.0,3.0,Y,128,53,0,155,WD ,250000,964.0,16
2426,RL,43.0,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4.0,PConc,4.0,3.0,Av,GLQ,16.0,Unf,1232.0,1248.0,GasA,5.0,Y,SBrkr,1248,0,1248,0.0,2,0,2,1,4.0,5,Typ,0,Attchd,2005.0,Fin,3.0,3.0,Y,108,0,0,0,New,167240,876.0,15
1162,FV,37.0,3435,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,4.0,PConc,4.0,3.0,No,GLQ,24.0,Unf,1211.0,1235.0,GasA,5.0,Y,SBrkr,1245,0,1245,0.0,2,0,1,1,4.0,5,Typ,0,Attchd,2004.0,RFn,3.0,3.0,Y,0,100,0,0,WD ,178000,990.0,16
1874,RL,80.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,3.0,CBlock,3.0,3.0,No,BLQ,617.0,Rec,171.0,1052.0,GasA,3.0,Y,SBrkr,1052,0,1052,1.0,1,0,3,1,3.0,6,Typ,0,Attchd,1963.0,Fin,3.0,3.0,Y,0,133,0,0,COD,127000,311.0,57
111,RL,68.88300349243306,10456,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,3.0,CBlock,3.0,3.0,No,GLQ,506.0,Unf,1323.0,1829.0,GasA,4.0,Y,SBrkr,1829,0,1829,1.0,2,0,4,1,3.0,8,Typ,0,Attchd,1967.0,RFn,3.0,3.0,Y,0,76,0,0,WD ,218500,1070.0,53
1207,RL,68.88300349243306,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,CBlock,3.0,3.0,No,ALQ,228.0,Unf,724.0,952.0,GasA,5.0,Y,FuseA,952,0,952,0.0,1,0,2,1,3.0,4,Typ,0,Detchd,1956.0,Unf,3.0,3.0,Y,0,0,0,0,WD ,135750,283.0,64
